name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status,lat,lng
Silver Comet,na,Sit Down,81.0,25.0,853.0,0.0,CCI,Fantasy Island New York,status.operating,53.1923981,0.3478341
Max's Doggy Dog Coaster,na,Sit Down,,,,,SBF,Fantasy Island New York,status.operating,53.1923981,0.3478341
Crazy Mouse,na,Sit Down,,,,,Zamperla,Fantasy Island New York,status.operating,53.1923981,0.3478341
Mine Blower,Wooden,Sit Down,78.0,25.0,698.0,1.0,Gravity Group,Fun Spot Kissimmee,status.operating,28.3302528,-81.514634
Kiddie Coaster,na,Sit Down,,,,,E&F Miler Industries,Fun Spot Kissimmee,status.operating,28.3302528,-81.514634
Rockstar Coaster,na,Sit Down,47.0,13.0,420.0,,Zamperla,Fun Spot Kissimmee,status.operating,28.3302528,-81.514634
Roar-O-Saurus,na,Sit Down,53.0,12.0,378.0,0.0,Gravity Group,Story Land,status.operating,44.1159426,-71.1833956
Polar Coaster,Steel,Sit Down,,,,0.0,Hopkins,Story Land,status.operating,44.1159426,-71.1833956
Dubai Drone,Steel,Spinning,,13.0,380.0,0.0,Gerstlauer,VR Park,status.operating,53.2872639,-7.515964999999999
Le Serpent,Steel,Sit Down,,,,0.0,Zierer,Parc du Petit Prince,status.operating,47.8615079,7.297690200000001
Pierre de tonnerre,Steel,Spinning,,6.0,,0.0,Reverchon,Parc du Petit Prince,status.announced,47.8615079,7.297690200000001
Roller Coaster,na,Sit Down,,,,1.0,Chang Long,City Park,status.operating,53.3427504,-6.2712542
Sky Train,na,Sit Down,,,,,Abc rides,City Park,status.operating,53.3427504,-6.2712542
Golden Dragon,na,Sit Down,,,,,na,City Park,status.operating,53.3427504,-6.2712542
Sky Railway,na,Sit Down,,,,,na,Happy World,status.operating,51.5149032,-0.1235482
Roller Coaster,Steel,Sit Down,75.0,24.0,,3.0,Beijing Shibaolai,Natural World Amusement Park,status.operating,53.5453142,-6.459472799999999
Sky Train,na,Sit Down,,,,,na,Natural World Amusement Park,status.operating,53.5453142,-6.459472799999999
Spinning Coster,na,Spinning,,,,,na,Natural World Amusement Park,status.operating,53.5453142,-6.459472799999999
Worm Coaster,na,Sit Down,,,,,na,Natural World Amusement Park,status.operating,53.5453142,-6.459472799999999
Roller Coaster,na,Sit Down,40.0,12.0,290.0,,I.E. Park,Taipei Children's Amusement Park,status.operating,25.0972351,121.514951
Big Air,Steel,Sit Down,108.0,64.0,165.0,0.0,Vekoma,E-DA Theme Park,status.operating,22.7307878,120.4089865
Dark Ride,Steel,Sit Down,45.0,15.0,405.0,0.0,Vekoma,E-DA Theme Park,status.operating,22.7307878,120.4089865
Flume Ride,Steel,Water Coaster,,30.0,,0.0,Golden Horse,E-DA Theme Park,status.operating,22.7307878,120.4089865
Roof Junior Coaster,Steel,Spinning,,15.0,,0.0,Fabbri,E-DA Theme Park,status.operating,22.7307878,120.4089865
Shuttle Loop,Steel,Sit Down,91.0,42.0,263.0,1.0,Schwarzkopf,Attractiepark Rotterdam,status.construction,51.8937064,4.4748087
Wild Mouse,Wooden,Sit Down,,12.0,400.0,0.0,Hopkins,Luna Park Sydney,status.operating,-33.8476987,151.2098382
Scenic Railway,Wooden,Sit Down,60.0,16.0,967.0,0.0,na,Luna Park Melbourne,status.operating,-37.8678147,144.976924
Silly Serpent,Steel,Sit Down,27.0,,68.0,0.0,Zamperla,Luna Park Melbourne,status.operating,-37.8678147,144.976924
Speedy Beetle,Steel,Spinning,15.0,,,0.0,SBF,Luna Park Melbourne,status.operating,-37.8678147,144.976924
Buschwhacker,na,Sit Down,4.0,13.0,1769.0,,Vekoma,Ratanga Junction,status.operating,-33.8968258,18.5070481
Cape Cobras,na,Inverted,80.0,33.0,765.0,5.0,Vekoma,Ratanga Junction,status.operating,-33.8968258,18.5070481
Cyclon Coaster,na,Sit Down,,,,,SBF,Farouk Land Annaba Parc,status.operating,36.8736616,7.714859100000001
Gold Mine Coaster,na,Sit Down,,,,,SBF,Farouk Land Annaba Parc,status.operating,36.8736616,7.714859100000001
Higher Mountain,na,Sit Down,,,,,S.D.C.,Parc d'Attraction BBA,status.operating,36.0646223,4.7774861
Big Apple,na,Sit Down,,,,,na,Parc d'Attraction BBA,status.operating,36.0646223,4.7774861
Dragon,na,Sit Down,,,,,na,Djanat Al Ahlam,status.operating,35.6851671,-0.6342947999999999
Higher Mountain,na,Sit Down,,,,,S.D.C.,Djanat Al Ahlam,status.operating,35.6851671,-0.6342947999999999
Montanha da Leba,na,Sit Down,,,,3.0,na,Ulengo Center Glakeni,status.operating,-8.9474707,13.2916294
Montanha do Moco,na,Sit Down,,,,,na,Ulengo Center Glakeni,status.operating,-8.9474707,13.2916294
Dark Ride,na,Sit Down,,,,,Vekoma,Dream Park,status.operating,29.9645964,31.0577097
Family Coaster,na,Sit Down,46.0,13.0,335.0,,Vekoma,Dream Park,status.operating,29.9645964,31.0577097
Roller Coaster,na,Inverted,,,,,Vekoma,Dream Park,status.operating,29.9645964,31.0577097
Boomerang,na,Sit Down,,,,3.0,Vekoma,Geroland,status.operating,30.1732987,31.4779207
Dragon,na,Sit Down,,,,,Zamperla,Geroland,status.operating,30.1732987,31.4779207
Junior Coaster,Steel,Sit Down,46.0,13.0,335.0,0.0,Vekoma,Geroland,status.operating,30.1732987,31.4779207
Chenille,na,Sit Down,,,,,na,Crazy Park,status.operating,48.7796296,2.4786696
Montagne Russe,na,Sit Down,,,,,Interpark,Crazy Park,status.operating,48.7796296,2.4786696
Serpent,na,Sit Down,70.0,22.0,361.0,3.0,Gerstlauer,Sindibad,status.operating,33.5811677,-7.6914416
Dragon Coaster,na,Sit Down,,,,,na,Fun City,status.operating,53.2152508,-6.6653058
Log Flume,na,Sit Down,,,,,na,Fun City,status.operating,53.2152508,-6.6653058
Zyclone,na,Sit Down,,,,,na,Fun City,status.operating,53.2152508,-6.6653058
Grand Huit,Steel,Sit Down,,10.0,300.0,1.0,Interpark,Hannibal Park,status.operating,35.8912231,10.5945254
Mini 8,na,Sit Down,,,,,SBF,Hannibal Park,status.operating,35.8912231,10.5945254
Speedy,na,Sit Down,,,,,Cavazza Diego,Happy Land Dahdah,status.operating,36.8343424,10.2258826
Pepeto,na,Sit Down,,,,,L&T Systems,Soukra Parc,status.operating,36.8741451,10.2725816
Take Off,na,Sit Down,,,,,SBF,Soukra Parc,status.operating,36.8741451,10.2725816
Mine Train,na,Sit Down,,,,,E&F Miler Industries,Sonoma TrainTown Railroad,status.operating,38.2773841,-122.4583685
Flying Dragon Coaster,na,Sit Down,,,,,Wisdom Rides ,Pixieland Amusement Park,status.operating,37.9894359,-122.0219664
Tiger Trek,na,Sit Down,,,,,Wisdom Rides ,Oakland Zoo,status.operating,37.7486635,-122.1454166
Pacific Fruit Express,na,Sit Down,,,,,E&F Miler Industries,Happy Hollow Park and Zoo,status.operating,37.3260242,-121.8598191
Unknown,na,Sit Down,,,,,na,Quanzhou Amusement Park,status.operating,24.889347,118.562417
Switchback,Wooden,Sit Down,66.0,20.0,365.0,,Gravity Group,ZDT's Amusement Park,status.operating,29.5795103,-97.96669010000001
Zippin Pippin,Wooden,Sit Down,68.0,21.0,715.0,,Gravity Group,Bay Beach Amusement Park,status.operating,44.5314769,-87.9798273
Dragon in Clouds,na,Inverted,34.0,36.0,748.0,4.0,Vekoma,Happy Valley Chengdu,status.operating,30.722485,104.0338
Dragon in Snowfield,na,Sit Down,49.0,14.0,785.0,0.0,Vekoma,Happy Valley Chengdu,status.operating,30.722485,104.0338
Fly Over Mediterranean,na,Sit Down,85.0,31.0,755.0,,Intamin,Happy Valley Chengdu,status.operating,30.722485,104.0338
Great Desert-Rally,Wooden,Sit Down,,31.0,1000.0,,GCI,Happy Valley Chengdu,status.operating,30.722485,104.0338
Magic Carpet,na,Spinning,,,,,Golden Horse,Happy Valley Chengdu,status.operating,30.722485,104.0338
Western Regions Heaven,Steel,Floorless,,50.0,,1.0,B&M,Happy Valley Chengdu,status.operating,30.722485,104.0338
Boomerang,na,Sit Down,76.0,35.0,285.0,,Vekoma,Fantasilandia,status.operating,-33.46028690000001,-70.6625814
Montaña Dragón,na,Sit Down,,,,,Zamperla,Fantasilandia,status.operating,-33.46028690000001,-70.6625814
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating,-33.46028690000001,-70.6625814
Tren Minero,na,Sit Down,,,,,Vekoma,Fantasilandia,status.operating,-33.46028690000001,-70.6625814
Wild Mouse,na,Sit Down,47.0,13.0,420.0,,Zamperla,Fantasilandia,status.operating,-33.46028690000001,-70.6625814
Unnamed wooden coaster,Wooden,Sit Down,,30.0,,0.0,GCI,Fantasilandia,status.rumored,-33.46028690000001,-70.6625814
Montaña Happy,na,Sit Down,,,,,na,Mampato,status.operating,-33.3670549,-70.5200926
Space Mountain,na,Sit Down,,,,,Zamperla,Mampato,status.operating,-33.3670549,-70.5200926
Dark Ride,na,Sit Down,,15.0,319.0,,na,Mundo Aventura,status.operating,4.6217137,-74.13495089999999
Montañita Rusa,na,Sit Down,,,,,Interpark,Mundo Aventura,status.operating,4.6217137,-74.13495089999999
Kráter,na,Sit Down,84.0,30.0,380.0,,Gerstlauer,Parque del Café,status.operating,4.5402799,-75.77064810000002
Montaña Rusa,na,Sit Down,68.0,17.0,787.0,,Schwarzkopf,Parque del Café,status.operating,4.5402799,-75.77064810000002
Yippe,na,Sit Down,,,,,Gerstlauer,Parque del Café,status.operating,4.5402799,-75.77064810000002
Inversa,na,Sit Down,,,,,na,Ácqua Lokos,status.operating,-29.6258482,-49.9614108
Mad Montanha,na,Sit Down,,20.0,600.0,,na,Ácqua Lokos,status.operating,-29.6258482,-49.9614108
Alpen Blizzard,na,Sit Down,,,396.0,,S&MC,Alpen Park,status.operating,-29.3629983,-50.78724330000001
Bat Hatari: Perseguição em Gotham City,na,Sit Down,,,,0.0,Zamperla,Hopi Hari,status.operating,-23.097736,-47.0085651
Katapul,Steel,Sit Down,85.0,42.0,220.0,0.0,Schwarzkopf,Hopi Hari,status.operating,-23.097736,-47.0085651
Montezum,Wooden,Sit Down,103.0,42.0,1030.0,0.0,Philadelphia Toboggan Coaster,Hopi Hari,status.operating,-23.097736,-47.0085651
Vurang,Steel,Spinning,,,,0.0,Intamin,Hopi Hari,status.operating,-23.097736,-47.0085651
Looping Star,na,Sit Down,77.0,24.0,591.0,1.0,Schwarzkopf,Ita Center Park,status.operating,-1.4541895,-48.4815794
Speed Mouse,na,Sit Down,,,,,Zamperla,Ita Center Park,status.operating,-1.4541895,-48.4815794
Dragão,na,Sit Down,,,,,Zamperla,Mirabilandia Olinda,status.operating,-8.032875299999999,-34.8737458
Super Tornado,na,Sit Down,60.0,19.0,350.0,2.0,Vekoma,Mirabilandia Olinda,status.operating,-8.032875299999999,-34.8737458
Giant Inverted Boomerang,na,Sit Down,106.0,58.0,365.0,3.0,Vekoma,Mirabilandia Paulista,status.announced,-8.032875299999999,-34.8737458
Multi inversion Coaster,na,Sit Down,80.0,37.0,800.0,8.0,Intamin,Mirabilandia Paulista,status.announced,-8.032875299999999,-34.8737458
Mini Montaña,na,Sit Down,,4.0,80.0,,Zamperla,VulQano Park,status.operating,-0.1924381,-78.51761139999999
Montaña Rusa,na,Sit Down,,11.0,366.0,1.0,Pinfari,VulQano Park,status.operating,-0.1924381,-78.51761139999999
Truck Race,na,Sit Down,,,,,SBF,VulQano Park,status.operating,-0.1924381,-78.51761139999999
Gusanito,Steel,Sit Down,,,,,SBF,Coney Park,status.operating,53.8761304,-1.6620101
Tren Minero,na,Sit Down,,,,,SBF,Coney Park,status.operating,53.8761304,-1.6620101
Brucomela,na,Sit Down,,,,,na,Park Trombini,status.operating,-23.6255556,-45.4108333
Montanha Russa,na,Sit Down,,,,,Pinfari,Park Trombini,status.operating,-23.6255556,-45.4108333
Mini Montanha Happy Mountain,na,Sit Down,,,,,Abc rides,Parque Mutirama,status.operating,-16.6672525,-49.2542025
Super Jet,na,Sit Down,,,,,Pinfari,Parque Mutirama,status.operating,-16.6672525,-49.2542025
Jet Star,na,Sit Down,,,,,na,Spasso Splash,status.operating,-23.6053976,-46.6710751
Speed Flyer,na,Suspended,,,,,na,Spasso Splash,status.operating,-23.6053976,-46.6710751
Super Dino,na,Sit Down,,,,,na,T-Rex Park Campinas,status.operating,-22.8488498,-47.0629702
Dino Coaster,na,Spinning,,,,,SBF,T-Rex Park Campinas,status.operating,-22.8488498,-47.0629702
Dragao,na,Sit Down,,,,,Zamperla,Walter World,status.operating,-21.8137631,-46.5528741
Montanha Russa,na,Sit Down,,,,,Pinfari,Walter World,status.operating,-21.8137631,-46.5528741
Gusanito,na,Sit Down,,,,,na,Chicolandia,status.operating,10.0585494,-69.3651749
Montaña Rusa,na,Sit Down,,,,,na,Chicolandia,status.operating,10.0585494,-69.3651749
Montañita Rusa Minera,na,Sit Down,,,,,Molina & Son's,Chicolandia,status.operating,10.0585494,-69.3651749
Gusano,na,Sit Down,,,,,na,Diverland,status.operating,39.2603962,9.2988076
Montaña Rusa,na,Sit Down,,,,4.0,Vekoma,Diverland,status.operating,39.2603962,9.2988076
Montaña Rusa Infantil,na,Sit Down,,,,,na,Diverland,status.operating,39.2603962,9.2988076
Dino,na,Sit Down,,,,,Abc rides,Dunas,status.operating,53.2742132,-6.212781199999999
Vertigo,na,Sit Down,,10.0,200.0,1.0,Interpark,Dunas,status.operating,53.2742132,-6.212781199999999
Gusano,na,Sit Down,,,,,na,Interpark,status.operating,51.5053573,-0.1484213
Magic Loop,na,Sit Down,,,,1.0,na,Interpark,status.operating,51.5053573,-0.1484213
World Express,na,Sit Down,,,,,Pinfari,Parque de Atracciones de Plaza Mayor,status.operating,40.415511,-3.7074009
Unknown,na,Sit Down,,,,,na,Parque de Atracciones de Plaza Mayor,status.operating,40.415511,-3.7074009
Unknown,na,Sit Down,,,,,na,Parque de Ferias San Jacinto,status.operating,10.2391567,-67.56414819999999
Unknown 2,na,Sit Down,,,,,na,Parque de Ferias San Jacinto,status.operating,10.2391567,-67.56414819999999
Tornado,na,Sit Down,,,,,na,Grano de Oro,status.operating,9.9335822,-84.0930819
Unknown 2,na,Sit Down,,,,,na,Grano de Oro,status.operating,9.9335822,-84.0930819
Gusano,na,Sit Down,,,,,na,Parque Italo Americano,status.operating,10.4764438,-66.89737579999999
Python,na,Sit Down,,10.0,,,Technical Park,Parque Italo Americano,status.operating,10.4764438,-66.89737579999999
Family Coaster,na,Sit Down,60.0,20.0,185.0,,Vekoma,Happy Valley Chongqing,status.operating,29.66746,106.51584
Jungle Dragon,Wooden,Sit Down,89.0,30.0,1206.0,0.0,GCI,Happy Valley Chongqing,status.operating,29.66746,106.51584
Mine Train Coaster,na,Sit Down,,,,,Golden Horse,Happy Valley Chongqing,status.operating,29.66746,106.51584
Flying Wing Coaster,na,Wing,,,,5.0,B&M,Happy Valley Chongqing,status.operating,29.66746,106.51584
Crazy Bird,na,Sit Down,,30.0,390.0,2.0,S&S,Happy Valley Tianjin,status.operating,39.18606399999999,117.47495
Expedition of Volcano,na,Sit Down,,,,,na,Happy Valley Tianjin,status.operating,39.18606399999999,117.47495
Fjord Flying Dragon,Wooden,Sit Down,87.0,34.0,1216.0,,Gravity Group,Happy Valley Tianjin,status.operating,39.18606399999999,117.47495
Mini Coaster,na,Sit Down,30.0,9.0,175.0,,Zamperla,Happy Valley Tianjin,status.operating,39.18606399999999,117.47495
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,18.7679396,73.28232059999999
Deep Space,na,Sit Down,72.0,16.0,480.0,2.0,Premier Rides,Adlabs Imagica,status.operating,18.7679396,73.28232059999999
Gold Rush Express,na,Sit Down,76.0,21.0,710.0,,Zamperla,Adlabs Imagica,status.operating,18.7679396,73.28232059999999
Abyss,na,Sit Down,85.0,30.0,630.0,3.0,Gerstlauer,Adventure World,status.operating,53.2812413,-6.3779647
Dragon Express,na,Sit Down,,4.0,80.0,,Zamperla,Adventure World,status.operating,53.2812413,-6.3779647
Big Adventure Coaster,na,na,,,,0.0,Senyo Kogyo,Adventure World,status.operating,53.2812413,-6.3779647
Little Adventure,na,na,,,,0.0,Senyo Kogyo,Adventure World,status.operating,53.2812413,-6.3779647
Pandafull Coaster,na,na,,,,0.0,Senyo Kogyo,Adventure World,status.operating,53.2812413,-6.3779647
Dolphin Coaster,na,na,,,,0.0,Senyo Kogyo,Adventure World,status.closed.temporarily,53.2812413,-6.3779647
Coaster Through the Clouds,na,Sit Down,136.0,74.0,1556.0,,Intamin,Nanchang Wanda Park,status.operating,28.63185,115.90505
Creep Caterpillar,na,Sit Down,,,,,na,Nanchang Wanda Park,status.operating,28.63185,115.90505
Python in Bamboo Forest,Wooden,Sit Down,100.0,,1558.0,,GCI,Nanchang Wanda Park,status.operating,28.63185,115.90505
Soaring Dragon & Dancing Phoenix,na,Inverted,,,,6.0,Beijing Shibaolai,Nanchang Wanda Park,status.operating,28.63185,115.90505
Spinning Porcelain,na,Spinning,,,,,na,Nanchang Wanda Park,status.operating,28.63185,115.90505
Battle of Jungle King (Tiger),Steel,Sit Down,,,,2.0,Golden Horse,Hefei Wanda Theme Park,status.operating,31.858388,117.30368
Battle of Jungle King (Dragon),Steel,Sit Down,,,,3.0,Golden Horse,Hefei Wanda Theme Park,status.operating,31.858388,117.30368
Crazy Jars,Steel,Spinning,,,,0.0,Golden Horse,Hefei Wanda Theme Park,status.operating,31.858388,117.30368
Soaring with Dragon,Steel,Sit Down,125.0,60.0,1278.0,1.0,Intamin,Hefei Wanda Theme Park,status.operating,31.858388,117.30368
Worm Coaster,Steel,Sit Down,,,,0.0,Beijing Shibaolai,Hefei Wanda Theme Park,status.operating,31.858388,117.30368
Beehive Coaster,na,Sit Down,,,,,na,Dreamland,status.operating,52.6652048,-8.5868617
Magic Mouse,na,Spinning,47.0,13.0,420.0,,Reverchon,Dreamland,status.operating,52.6652048,-8.5868617
Scenic Railway,Wooden,Sit Down,56.0,12.0,915.0,,na,Dreamland,status.operating,52.6652048,-8.5868617
Counter Culture Caterpillar,na,Sit Down,,,,,na,Dreamland,status.closed.definitely,52.6652048,-8.5868617
Pinball X,Steel,Sit Down,47.0,13.0,420.0,0.0,Zamperla,Dreamland,status.operating,52.6652048,-8.5868617
Jungle Trailblazer,Wooden,Sit Down,89.0,32.0,995.0,1.0,Gravity Group,Oriental Heritage Jinan,status.operating,36.70656,116.87881
Night Rescue,na,Sit Down,,,,,Golden Horse,Oriental Heritage Jinan,status.operating,36.70656,116.87881
Stress Express,na,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Oriental Heritage Jinan,status.operating,36.70656,116.87881
Fruit Worm Coaster,na,Sit Down,,,,,na,Oriental Heritage Jinan,status.operating,36.70656,116.87881
unknown,na,Sit Down,,,,,Golden Horse,Oriental Heritage Jinan,status.operating,36.70656,116.87881
Jungle Trailblazer,Wooden,Sit Down,99.0,34.0,1057.0,1.0,Gravity Group,Oriental Heritage Wuhu,status.operating,31.377706,118.374626
Land of Lost Souls,na,Sit Down,,,,,Golden Horse,Oriental Heritage Wuhu,status.operating,31.377706,118.374626
Stress Express,na,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Oriental Heritage Wuhu,status.operating,31.377706,118.374626
Aktium,na,Water Coaster,,,,,Mack,CineCittà World,status.operating,41.709931,12.4465549
Altair,na,Sit Down,85.0,33.0,875.0,,Intamin,CineCittà World,status.operating,41.709931,12.4465549
Inferno,Steel,Sit Down,,20.0,457.0,,Intamin,CineCittà World,status.operating,41.709931,12.4465549
Turbulence,na,Spinning,64.0,17.0,382.0,,Mack,Adventureland NY,status.operating,40.752614,-73.419844
Ladybug Rollercoaster,na,Sit Down,,,,0.0,Zierer,Adventureland NY,status.operating,40.752614,-73.419844
Leap the Dips,Wooden,Sit Down,,12.0,443.0,,Abc rides,Lakemont Park,status.closed.temporarily,40.470975,-78.3955919
Little Leaper,Steel,Sit Down,,,,,Allan Herschell Company,Lakemont Park,status.closed.temporarily,40.470975,-78.3955919
Skyliner,Wooden,Sit Down,,18.0,731.0,,Philadelphia Toboggan Coaster,Lakemont Park,status.closed.temporarily,40.470975,-78.3955919
Toboggan,na,Sit Down,,14.0,137.0,,Chance Rides,Lakemont Park,status.closed.temporarily,40.470975,-78.3955919
Antelope,Wooden,Sit Down,,,,,na,Gulliver's World Warrington,status.operating,53.40565429999999,-2.6176761
Crazy Train,na,Sit Down,,9.0,233.0,,Pinfari,Gulliver's World Warrington,status.operating,53.40565429999999,-2.6176761
Runaway Train,na,Sit Down,,,,,Zamperla,Gulliver's World Warrington,status.operating,53.40565429999999,-2.6176761
Wriggler,na,Sit Down,,,,,Pinfari,Gulliver's World Warrington,status.operating,53.40565429999999,-2.6176761
Wild Mine Ride,na,Sit Down,,,,,L&T Systems,Gulliver's World Warrington,status.closed.definitely,53.40565429999999,-2.6176761
Big Apple,na,Sit Down,,,,,na,West Sands Fun Fair,status.operating,50.73491019999999,-0.8077223
Catapiller,na,Sit Down,,,,,DAL,Kiddies Fun Fair,status.operating,53.3402634,-6.2782333
Runaway Train,na,Sit Down,,,,,Cavazza Diego,Billing Aquadrome,status.operating,52.24553,-0.8125002
Caterpillar,na,Sit Down,,,,,na,Billing Aquadrome,status.closed.definitely,52.24553,-0.8125002
Caterpillar,na,Sit Down,,,,,SBF,Hemsby Fun Park,status.operating,52.6960967,1.7066691
Caterpillar,na,Sit Down,,,,,na,Sherwood Fun Park,status.closed.definitely,53.1974471,-1.0644108
Caterpiller,Steel,Sit Down,,,,,na,Animal Farm Adventure Park,status.operating,51.2872552,-2.9974006
Big Apple,na,Sit Down,,,,,Pinfari,Flamingo Park,status.closed.temporarily,54.2065121,-0.8095308
Caterpillar,na,Sit Down,,,,,na,Flamingo Park,status.operating,54.2065121,-0.8095308
Chenille,na,Sit Down,,,,,na,Flamingo Park,status.closed.definitely,54.2065121,-0.8095308
Speed Coaster,na,Sit Down,,,,,na,Flamingo Park,status.closed.definitely,54.2065121,-0.8095308
Crazy Caterpillar,na,Sit Down,,,,,na,Bayside Fun Park,status.operating,54.0833969,-0.1863031
Batman,na,Sit Down,,,,,Fabbri,Tir Prince Family Funfair,status.operating,53.3044784,-3.5331151
Crazy Caterpillar,na,Sit Down,,,,,na,Tir Prince Family Funfair,status.operating,53.3044784,-3.5331151
Z40 Roller Coaster,na,Sit Down,,,,,Pinfari,Tir Prince Family Funfair,status.closed.definitely,53.3044784,-3.5331151
Crazy Mouse,na,Spinning,,,,,Reverchon,Coney Beach Pleasure Park,status.operating,51.47974989999999,-3.6962308
Go-Gator,na,Sit Down,,,,,na,Coney Beach Pleasure Park,status.operating,51.47974989999999,-3.6962308
Mega Blitz,na,Sit Down,,,,,Pinfari,Coney Beach Pleasure Park,status.operating,51.47974989999999,-3.6962308
Nessi,na,Sit Down,,,,,Cavazza Diego,Coney Beach Pleasure Park,status.operating,51.47974989999999,-3.6962308
Crazy Mouse,na,Sit Down,,,,,L&T Systems,Gulliver's Milton Keynes,status.operating,52.0512575,-0.7302019
Python,na,Sit Down,40.0,9.0,233.0,,Pinfari,Gulliver's Milton Keynes,status.operating,52.0512575,-0.7302019
Runaway Train,na,Sit Down,,,,,Zamperla,Gulliver's Milton Keynes,status.operating,52.0512575,-0.7302019
Twist and Joust,na,Spinning,,,,,EOS rides,Gulliver's Milton Keynes,status.operating,52.0512575,-0.7302019
Happy Caterpiller,na,Sit Down,,,,,na,South Pier,status.closed.definitely,53.795418,-3.0571892
Crazy Mouse,na,Spinning,,,,,Reverchon,South Pier,status.closed.definitely,53.795418,-3.0571892
Crazy Coaster,na,Spinning,,,,,Reverchon,South Pier,status.operating,53.795418,-3.0571892
Doggy Dog,na,Sit Down,,,,,SBF,Old MacDonald's Farm,status.operating,51.62625569999999,0.2367766
Familienachterbahn,na,Sit Down,,,,,Zierer,Schloss Beck Freizeitpark,status.operating,51.61337959999999,6.9785258
Nessi,na,Sit Down,,,,,Cavazza Diego,Family Fun Fair,status.operating,53.3402634,-6.2782333
Big Apple,na,Sit Down,,,,,na,Great Yarmouth Pleasure Beach,status.operating,52.5951978,1.736199
Family Star,na,Sit Down,,,,,Fabbri,Great Yarmouth Pleasure Beach,status.operating,52.5951978,1.736199
Roller Coaster,Wooden,Sit Down,,21.0,980.0,,na,Great Yarmouth Pleasure Beach,status.operating,52.5951978,1.736199
Whirlwind,Steel,Spinning,,,,,SBF,Great Yarmouth Pleasure Beach,status.operating,52.5951978,1.736199
Green Dragon,na,Sit Down,40.0,,280.0,,WGH Transportation,Greenwood Forest Park,status.operating,53.1799516,-4.1971643
Gold Mine,na,Sit Down,,,,,na,Pavilion Fun Park,status.operating,51.7876522,1.155064
Go-gator,na,Sit Down,,,,,Wisdom Rides ,Clifton Park Amusements,status.operating,53.4324415,-1.3444402
Roller Coaster,na,Sit Down,,,,,Top Fun,Clifton Park Amusements,status.operating,53.4324415,-1.3444402
Fantasy Mouse (doublon),na,Spinning,,,,,Reverchon,Fantasy Island,status.operating,53.1923981,0.3478341
High Hazel Mini Mine Coaster,na,Sit Down,,,,,L&T Systems,Wheelgate Adventure Park,status.operating,53.1090092,-1.0656788
Kiddies Coaster,na,Sit Down,,,,,DAL,Dudley Zoological Gardens,status.operating,52.5156323,-2.0797068
Clown Coaster,na,Sit Down,,,,,Pinfari,Wicksteed Park,status.operating,52.3868689,-0.7084625999999999
Ladybird,na,Sit Down,,3.0,60.0,,na,Wicksteed Park,status.operating,52.3868689,-0.7084625999999999
Roller Coaster,na,Sit Down,,,,,Pinfari,Wicksteed Park,status.operating,52.3868689,-0.7084625999999999
Wacky Warm,na,Sit Down,,,,,na,Funder Park,status.operating,50.59794609999999,-3.440746
Wallis's Wonderful Wriggling Wirral Wacky Worm,na,Sit Down,,,,,na,New Brighton Funfair,status.operating,53.4403269,-3.0402823
Go Gator,na,Sit Down,,,,,Wisdom Rides ,Clacton Pier,status.operating,51.78658979999999,1.1549001
Stellas Revenge,na,Sit Down,,,,,na,Clacton Pier,status.operating,51.78658979999999,1.1549001
Wild Mouse Coaster,na,Sit Down,,,,,na,Clacton Pier,status.operating,51.78658979999999,1.1549001
Switchback,na,Sit Down,,10.0,233.0,,I.E. Park,Gulliver's Matlock Bath,status.operating,53.1178804,-1.5643968
Log Coaster,na,Sit Down,,,,,Cavazza Diego,Gulliver's Matlock Bath,status.operating,53.1178804,-1.5643968
Maximus,na,Sit Down,,8.0,207.0,,Vekoma,Crealy Adventure Park,status.operating,50.705554,-3.416076
Shark Bay,Steel,Sit Down,,,,,SBF,Crealy Adventure Park,status.operating,50.705554,-3.416076
Twister,Steel,Spinning,,,,,SBF,Crealy Adventure Park,status.operating,50.705554,-3.416076
Tyrolean Tubtwist,na,Sit Down,,,,,na,Joyland Childrens Fun Park,status.operating,52.6078856,1.7376606
Spook Express,na,Sit Down,,,,,WGH Transportation,Joyland Childrens Fun Park,status.operating,52.6078856,1.7376606
Buffalo Stampede,na,Sit Down,,,,,Zamperla,Twinlakes Park,status.operating,52.7834168,-0.8590142
Mercury's Mini Coaster,na,Sit Down,,,,,na,Twinlakes Park,status.operating,52.7834168,-0.8590142
Speedy Coaster,na,Sit Down,,,,,na,Clarence Pier,status.operating,50.7858104,-1.101455
Skyways,na,Sit Down,,,,,S.D.C.,Clarence Pier,status.operating,50.7858104,-1.101455
Twin Spiral Dragon Coaster,na,Sit Down,,,,,Zamperla,Knightly's Funfair,status.operating,53.3052423,-3.5452544
Rampage,na,Sit Down,,,,,Zierer,Big Sheep,status.operating,51.0163303,-4.2445492
Rattle Snake,na,Sit Down,,,,,D.P.V. Rides,Knowsley Safari Park,status.operating,53.435408,-2.8129204
Roller Coater,na,Sit Down,,,,,na,Cleethorpes Park,status.closed.definitely,53.5418034,-0.0267648
